,gasprice,height,heightl1,difficulty,diffl1,gaslimit,limitl1,gasused,gasusedl1,timestamp,timestampl1,gaspricel1,gaspricel2,avegasprice,maxgasprice,avel1,avel2,timespan1,timespan2,confirmtime
3238,1,4835927,4835926,1.90842E+15,1.90749E+15,8000029,7999955,7931700,7814847,1514782916,1514782908,4,1,23.695362,60,30.66622,24.937982,8,26,59.05394471
3239,20,4835928,4835927,1.90935E+15,1.90842E+15,8003836,8000029,3150121,7931700,1514782920,1514782916,1,4,36.501538,90,23.695362,30.66622,4,12,54.48986642
3240,4,4835929,4835928,1.91029E+15,1.90935E+15,8000029,8003836,7006027,3150121,1514782925,1514782920,20,1,28.973636,100,36.501538,23.695362,5,9,50.14660881
3241,4,4835930,4835929,1.91122E+15,1.91029E+15,8000029,8000029,2994704,7006027,1514782931,1514782925,4,20,34.864865,60,28.973636,36.501538,6,11,59.8882853
3242,4,4835931,4835930,1.91215E+15,1.91122E+15,8000029,8000029,2677454,2994704,1514782937,1514782931,4,4,33.492692,140,34.864865,28.973636,6,12,51.27388084
3243,4,4835932,4835931,1.91215E+15,1.91215E+15,8000029,8000029,7589681,2677454,1514782953,1514782937,4,4,26.466022,68,33.492692,34.864865,16,22,46.42834237
3244,20,4835933,4835932,1.90842E+15,1.91215E+15,8000029,8000029,7994583,7589681,1514782998,1514782953,4,4,29.435811,140,26.466022,33.492692,45,61,56.54886614
3245,1,4835934,4835933,1.90748E+15,1.90842E+15,7992222,8000029,2895192,7994583,1514783020,1514782998,20,4,30.553605,60,29.435811,26.466022,22,67,49.19015685
3246,20,4835935,4835934,1.90562E+15,1.90748E+15,8000000,7992222,7985232,2895192,1514783051,1514783020,1,20,44.2268,140,30.553605,29.435811,31,53,45.39294853
3247,20,4835936,4835935,1.90469E+15,1.90562E+15,7992222,8000000,7978107,7985232,1514783073,1514783051,20,1,23.430504,80,44.2268,30.553605,22,53,59.49203837
3248,20,4835937,4835936,1.90562E+15,1.90469E+15,8000000,7992222,7979065,7978107,1514783089,1514783073,20,20,26.379935,60,23.430504,44.2268,16,38,53.66889689
3249,1,4835938,4835937,1.90655E+15,1.90562E+15,8000029,8000000,7996165,7979065,1514783092,1514783089,20,20,11.22623,25,26.379935,23.430504,3,19,49.24854669
3250,1,4835939,4835938,1.90469E+15,1.90655E+15,8000029,8000029,7993193,7996165,1514783126,1514783092,1,20,22.604489,140,11.22623,26.379935,34,37,49.08207912
3251,1,4835940,4835939,1.90469E+15,1.90469E+15,8000029,8000029,7956785,7993193,1514783138,1514783126,1,1,10.811038,61.1,22.604489,11.22623,12,46,45.40934577
3252,0.4,4835941,4835940,1.90283E+15,1.90469E+15,7992222,8000029,7986734,7956785,1514783168,1514783138,1,1,22.163024,100,10.811038,22.604489,30,42,58.52955213
3253,3,4835942,4835941,1.90283E+15,1.90283E+15,8000000,7992222,7989321,7986734,1514783178,1514783168,0.4,1,37.321267,100,22.163024,10.811038,10,40,46.68950881
3254,4,4835943,4835942,1.90376E+15,1.90283E+15,7992222,8000000,7982257,7989321,1514783185,1514783178,3,0.4,17.955211,60,37.321267,22.163024,7,17,48.17810544
3255,2,4835944,4835943,1.90469E+15,1.90376E+15,8000000,7992222,7984114,7982257,1514783202,1514783185,4,3,28.347368,70,17.955211,37.321267,17,24,51.70842584
3256,4,4835945,4835944,1.90376E+15,1.90469E+15,8003884,8000000,7997488,7984114,1514783226,1514783202,2,4,30.473904,100,28.347368,17.955211,24,41,41.60874882
3257,2,4835946,4835945,1.90283E+15,1.90376E+15,8007784,8003884,8006145,7997488,1514783258,1514783226,4,2,23.302438,70,30.473904,28.347368,32,56,52.41489658
3258,1,4835947,4835946,1.9019E+15,1.90283E+15,8000029,8007784,7983500,8006145,1514783276,1514783258,2,4,17.072,100,23.302438,30.473904,18,50,43.39508776
3259,2,4835948,4835947,1.90004E+15,1.9019E+15,8000029,8000029,7992181,7983500,1514783307,1514783276,1,2,23.64098,100,17.072,23.302438,31,49,43.16613967
3260,12,4835949,4835948,1.9019E+15,1.90004E+15,7992222,8000029,5516930,7992181,1514783314,1514783307,2,1,32.604551,100,23.64098,17.072,7,38,48.12608206
3261,1,4835950,4835949,1.9019E+15,1.9019E+15,8000000,7992222,7983458,5516930,1514783325,1514783314,12,2,18.734891,55,32.604551,23.64098,11,18,53.09008581
3262,3,4835951,4835950,1.90283E+15,1.9019E+15,8000029,8000000,7995490,7983458,1514783329,1514783325,1,12,12.872727,60,18.734891,32.604551,4,15,40.44719597
3263,2,4835952,4835951,1.90283E+15,1.90283E+15,8000029,8000029,7968963,7995490,1514783344,1514783329,3,1,18.440352,100,12.872727,18.734891,15,19,46.61088019
3264,23,4835953,4835952,1.89725E+15,1.90283E+15,8003891,8000029,7999081,7968963,1514783409,1514783344,2,3,48.865153,140,18.440352,12.872727,65,80,53.44028841
3265,0.1,4835954,4835953,1.8991E+15,1.89725E+15,7996107,8003891,7983810,7999081,1514783412,1514783409,23,2,5882372.782,1000000000,48.865153,18.440352,3,68,46.54274071
3266,20,4835955,4835954,1.89725E+15,1.8991E+15,8000000,7996107,7985863,7983810,1514783439,1514783412,0.1,23,29.353282,120,5882372.782,48.865153,27,30,45.84998597
3267,8,4835956,4835955,1.89725E+15,1.89725E+15,8003887,8000000,7988548,7985863,1514783449,1514783439,20,0.1,21.457488,70,29.353282,5882372.782,10,37,53.37204865
3268,5.2,4835957,4835956,1.89818E+15,1.89725E+15,7996107,8003887,7984147,7988548,1514783454,1514783449,8,20,15.73125,75,21.457488,29.353282,5,15,40.96407432
3269,4,4835958,4835957,1.89818E+15,1.89818E+15,7988337,7996107,7977716,7984147,1514783463,1514783454,5.2,8,17.489758,91,15.73125,21.457488,9,14,57.35262684
3270,4,4835959,4835958,1.8991E+15,1.89818E+15,7980567,7988337,4846908,7977716,1514783468,1514783463,4,5.2,22.389885,91,17.489758,15.73125,5,14,40.27642475
3271,2,4835960,4835959,1.90003E+15,1.8991E+15,7988337,7980567,7974458,4846908,1514783471,1514783468,4,4,2.62381,4,22.389885,17.489758,3,8,48.29547786
3272,1,4835961,4835960,1.90003E+15,1.90003E+15,7996107,7988337,7989411,7974458,1514783481,1514783471,2,4,1.165165,56,2.62381,22.389885,10,13,44.86608796
3273,4,4835962,4835961,1.90003E+15,1.90003E+15,8000029,7996107,7987379,7989411,1514783495,1514783481,1,2,23.675776,70,1.165165,2.62381,14,24,44.64883854
3274,21.2,4835963,4835962,1.89446E+15,1.90003E+15,8003918,8000029,7994867,7987379,1514783565,1514783495,4,1,43.486239,140,23.675776,1.165165,70,84,49.76301781
3275,1,4835964,4835963,1.89354E+15,1.89446E+15,8000029,8003918,7987311,7994867,1514783588,1514783565,21.2,4,7.875081,91,43.486239,23.675776,23,93,48.25520898
3276,20,4835965,4835964,1.89539E+15,1.89354E+15,8003918,8000029,7933283,7987311,1514783593,1514783588,1,21.2,27.641574,70,7.875081,43.486239,5,28,42.04507702
3277,20,4835966,4835965,1.89539E+15,1.89539E+15,8000029,8003918,7983780,7933283,1514783605,1514783593,20,1,21.562153,91,27.641574,7.875081,12,17,40.60830063
3278,20,4835967,4835966,1.89631E+15,1.89539E+15,8003912,8000029,7985878,7983780,1514783614,1514783605,20,20,26.4225,60.34,21.562153,27.641574,9,21,46.98735965
3279,19,4835968,4835967,1.89724E+15,1.89631E+15,8007795,8003912,2403086,7985878,1514783616,1514783614,20,20,21.737662,50,26.4225,21.562153,2,11,58.35810529
3280,4,4835969,4835968,1.89724E+15,1.89724E+15,7999992,8007795,7965350,2403086,1514783627,1514783616,19,20,17.853935,100,21.737662,26.4225,11,13,42.4088291
3281,20,4835970,4835969,1.89724E+15,1.89724E+15,7992185,7999992,2355235,7965350,1514783639,1514783627,4,19,29.767808,100,17.853935,21.737662,12,23,57.66731054
3282,1,4835971,4835970,1.89817E+15,1.89724E+15,7984415,7992185,7980164,2355235,1514783647,1514783639,20,4,18.501447,100,29.767808,17.853935,8,20,45.96078357
3283,4,4835972,4835971,1.89909E+15,1.89817E+15,7992185,7984415,5239568,7980164,1514783651,1514783647,1,20,16.189898,100,18.501447,29.767808,4,12,47.46782107
3284,4,4835973,4835972,1.89817E+15,1.89909E+15,7984415,7992185,7978052,5239568,1514783677,1514783651,4,1,26.912254,140,16.189898,18.501447,26,30,50.64078178
3285,2,4835974,4835973,1.89817E+15,1.89817E+15,7992185,7984415,7972290,7978052,1514783688,1514783677,4,4,22.6815,100,26.912254,16.189898,11,37,55.66161356
3286,1,4835975,4835974,1.89909E+15,1.89817E+15,7999955,7992185,7980516,7972290,1514783700,1514783688,2,4,22.555185,91,22.6815,26.912254,12,23,49.94653243
3287,8.96,4835976,4835975,1.89446E+15,1.89909E+15,7992148,7999955,7986611,7980516,1514783761,1514783700,1,2,30.738333,201,22.555185,22.6815,61,73,53.96621697
3288,4,4835977,4835976,1.89538E+15,1.89446E+15,7999918,7992148,7976560,7986611,1514783770,1514783761,8.96,1,19.31192,140,30.738333,22.555185,9,70,52.51972457
3289,4,4835978,4835977,1.89446E+15,1.89538E+15,7992111,7999918,7981331,7976560,1514783795,1514783770,4,8.96,26.636723,100,19.31192,30.738333,25,34,57.85470896
3290,1,4835979,4835978,1.89538E+15,1.89446E+15,7984341,7992111,7973314,7981331,1514783801,1514783795,4,4,19.756374,100,26.636723,19.31192,6,31,51.39495044
3291,4,4835980,4835979,1.8926E+15,1.89538E+15,7992111,7984341,7979688,7973314,1514783839,1514783801,1,4,25.024862,140,19.756374,26.636723,38,44,47.31973476
3292,20,4835981,4835980,1.88891E+15,1.8926E+15,7999881,7992111,7980732,7979688,1514783894,1514783839,4,1,25.240848,140,25.024862,19.756374,55,93,43.68391571
3293,1,4835982,4835981,1.88983E+15,1.88891E+15,8000029,7999881,7993341,7980732,1514783911,1514783894,20,4,14.076667,140,25.240848,25.024862,17,72,41.69163006
3294,1,4835983,4835982,1.89075E+15,1.88983E+15,8000029,8000029,7994493,7993341,1514783913,1514783911,1,20,17.246667,70,14.076667,25.240848,2,19,56.12605109
3295,35,4835984,4835983,1.89075E+15,1.89075E+15,8003928,8000029,8000812,7994493,1514783931,1514783913,1,1,53.530738,140,17.246667,14.076667,18,20,56.81544136
3296,21,4835985,4835984,1.89168E+15,1.89075E+15,8007832,8003928,8003130,8000812,1514783941,1514783931,35,1,30.373399,140,53.530738,17.246667,10,28,54.9743089
3297,20,4835986,4835985,1.8926E+15,1.89168E+15,8011736,8007832,7995011,8003130,1514783947,1514783941,21,35,28.434109,70,30.373399,53.530738,6,16,44.25540432
3298,1,4835987,4835986,1.8926E+15,1.8926E+15,8003951,8011736,7988983,7995011,1514783957,1514783947,20,21,15.101631,91,28.434109,30.373399,10,16,56.24560117
3299,13.92,4835988,4835987,1.89352E+15,1.8926E+15,7996144,8003951,6037613,7988983,1514783965,1514783957,1,20,26.611751,60,15.101631,28.434109,8,18,43.85049505
3300,8,4835989,4835988,1.89352E+15,1.89352E+15,8000029,7996144,7982807,6037613,1514783982,1514783965,13.92,1,26.547444,73.84,26.611751,15.101631,17,25,48.16065692
3301,5.2,4835990,4835989,1.8926E+15,1.89352E+15,8000029,8000029,7985699,7982807,1514784006,1514783982,8,13.92,22.117895,179.81,26.547444,26.611751,24,41,43.32005499
3302,20,4835991,4835990,1.89168E+15,1.8926E+15,8003915,8000029,7948739,7985699,1514784031,1514784006,5.2,8,29.683827,100,22.117895,26.547444,25,49,50.55420832
3303,4,4835992,4835991,1.8926E+15,1.89168E+15,7996107,8003915,7946549,7948739,1514784038,1514784031,20,5.2,14.57529,100,29.683827,22.117895,7,32,53.08731848
3304,2,4835993,4835992,1.8926E+15,1.8926E+15,8000029,7996107,7987747,7946549,1514784054,1514784038,4,20,20.274851,100,14.57529,29.683827,16,23,40.83334622
3305,1,4835994,4835993,1.89167E+15,1.8926E+15,7992222,8000029,7991814,7987747,1514784078,1514784054,2,4,21.641962,91,20.274851,14.57529,24,40,58.75361869
3306,24,4835995,4835994,1.8926E+15,1.89167E+15,8000000,7992222,7993197,7991814,1514784086,1514784078,1,2,49.78775,60,21.641962,20.274851,8,32,53.58369419
3307,4,4835996,4835995,1.89167E+15,1.8926E+15,7992222,8000000,7979997,7993197,1514784104,1514784086,24,1,27.288951,100,49.78775,21.641962,18,26,41.38480709
3308,13.22,4835997,4835996,1.89075E+15,1.89167E+15,7984452,7992222,7980810,7979997,1514784126,1514784104,4,24,32.275467,100,27.288951,49.78775,22,40,52.2410876
3309,1,4835998,4835997,1.8926E+15,1.89075E+15,7992222,7984452,7976077,7980810,1514784132,1514784126,13.22,4,15.244364,80,32.275467,27.288951,6,28,44.9095267
3310,1,4835999,4835998,1.88798E+15,1.8926E+15,7999992,7992222,7988084,7976077,1514784187,1514784132,1,13.22,8.081306,140,15.244364,32.275467,55,61,49.34183122
3311,20,4836000,4835999,1.88982E+15,1.88798E+15,8000029,7999992,7979901,7988084,1514784192,1514784187,1,1,23.7125,120,8.081306,15.244364,5,60,51.31805992
3312,40,4836001,4836000,1.89074E+15,1.88982E+15,8003907,8000029,7999508,7979901,1514784207,1514784192,20,1,52.941167,91,23.7125,8.081306,15,20,51.97002841
3313,4.33,4836002,4836001,1.89167E+15,1.89074E+15,7996107,8003907,7984256,7999508,1514784213,1514784207,40,20,23.846509,91,52.941167,23.7125,6,21,56.62450356
3314,20,4836003,4836002,1.89259E+15,1.89167E+15,8000000,7996107,7997416,7984256,1514784221,1514784213,4.33,40,24.682172,60,23.846509,52.941167,8,14,40.7549493
3315,4,4836004,4836003,1.89259E+15,1.89259E+15,8000029,8000000,7987206,7997416,1514784237,1514784221,20,4.33,21.6056,100,24.682172,23.846509,16,24,40.38018434
3316,3,4836005,4836004,1.89351E+15,1.89259E+15,8000029,8000029,7985148,7987206,1514784247,1514784237,4,20,21.387903,100,21.6056,24.682172,10,26,59.84409557
3317,4,4836006,4836005,1.89351E+15,1.89351E+15,7992222,8000029,7967426,7985148,1514784257,1514784247,3,4,23.736766,100,21.387903,21.6056,10,20,42.78587292
3318,0.3,4836007,4836006,1.89444E+15,1.89351E+15,7999992,7992222,4708621,7967426,1514784259,1514784257,4,3,21.07125,55,23.736766,21.387903,2,12,56.95369469
3319,20,4836008,4836007,1.89074E+15,1.89444E+15,7999078,7999992,7989409,4708621,1514784304,1514784259,0.3,4,35.420211,120,21.07125,23.736766,45,47,56.47682373
3320,2,4836009,4836008,1.89166E+15,1.89074E+15,7991297,7999078,7972208,7989409,1514784310,1514784304,20,0.3,20.951059,140,35.420211,21.07125,6,51,58.53870677
3321,1,4836010,4836009,1.89074E+15,1.89166E+15,7999067,7991297,7996918,7972208,1514784336,1514784310,2,20,18.975826,91,20.951059,35.420211,26,32,44.51274494
3322,20,4836011,4836010,1.88889E+15,1.89074E+15,8002971,7999067,7998435,7996918,1514784363,1514784336,1,2,35.770708,250,18.975826,20.951059,27,53,56.9233469
3323,3,4836012,4836011,1.88981E+15,1.88889E+15,8000029,8002971,7983087,7998435,1514784369,1514784363,20,1,16.035278,60,35.770708,18.975826,6,33,41.06820744
3324,3,4836013,4836012,1.89074E+15,1.88981E+15,7992222,8000029,7977291,7983087,1514784372,1514784369,3,20,11.206122,55,16.035278,35.770708,3,9,58.25805142
3325,1,4836014,4836013,1.89074E+15,1.89074E+15,8000000,7992222,7997290,7977291,1514784381,1514784372,3,3,20.177411,80,11.206122,16.035278,9,12,40.12987191
3326,4,4836015,4836014,1.89166E+15,1.89074E+15,7992222,8000000,6730901,7997290,1514784387,1514784381,1,3,23.76878,55,20.177411,11.206122,6,15,56.99749772
3327,4,4836016,4836015,1.89074E+15,1.89166E+15,7984452,7992222,5838496,6730901,1514784407,1514784387,4,1,33.213223,120,23.76878,20.177411,20,26,49.85989645
3328,1,4836017,4836016,1.89074E+15,1.89074E+15,7992248,7984452,7984988,5838496,1514784417,1514784407,4,4,33.83,130,33.213223,23.76878,10,30,46.76536953
3329,1,4836018,4836017,1.89166E+15,1.89074E+15,8000029,7992248,7983589,7984988,1514784423,1514784417,1,4,5.80604,120,33.83,33.213223,6,16,54.67126053
3330,4,4836019,4836018,1.89166E+15,1.89166E+15,7992222,8000029,6877613,7983589,1514784433,1514784423,1,1,27.483383,120,5.80604,33.83,10,16,40.80669809
3331,3,4836020,4836019,1.89074E+15,1.89166E+15,8000000,7992222,7980744,6877613,1514784455,1514784433,4,1,25.715105,140,27.483383,5.80604,22,32,47.62345854
3332,4,4836021,4836020,1.88889E+15,1.89074E+15,7992222,8000000,7991700,7980744,1514784487,1514784455,3,4,24.077391,100,25.715105,27.483383,32,54,42.28697893
3333,4,4836022,4836021,1.89073E+15,1.88889E+15,7999992,7992222,6167373,7991700,1514784492,1514784487,4,3,21.875897,91,24.077391,25.715105,5,37,58.61493865
3334,2.01,4836023,4836022,1.89166E+15,1.89073E+15,8000029,7999992,8000013,6167373,1514784498,1514784492,4,4,25.860909,140,21.875897,24.077391,6,11,44.17251083
3335,4,4836024,4836023,1.89166E+15,1.89166E+15,8000029,8000029,6180787,8000013,1514784507,1514784498,2.01,4,37.321111,80,25.860909,21.875897,9,15,53.39935695
3336,5,4836025,4836024,1.88981E+15,1.89166E+15,7992222,8000029,7978745,6180787,1514784549,1514784507,4,2.01,30.620896,140,37.321111,25.860909,42,51,47.00036254
3337,20,4836026,4836025,1.88704E+15,1.88981E+15,8000000,7992222,7983123,7978745,1514784592,1514784549,5,4,45.0109,100,30.620896,37.321111,43,85,48.12105789
3338,4,4836027,4836026,1.88704E+15,1.88704E+15,7992222,8000000,7988585,7983123,1514784604,1514784592,20,5,20.885789,100,45.0109,30.620896,12,55,52.89324572
3339,2,4836028,4836027,1.88704E+15,1.88704E+15,8000000,7992222,7996591,7988585,1514784624,1514784604,4,20,27.660628,100,20.885789,45.0109,20,32,45.24531363
3340,1,4836029,4836028,1.88796E+15,1.88704E+15,7992222,8000000,7988343,7996591,1514784629,1514784624,2,4,19.826406,60,27.660628,20.885789,5,25,59.34064215
3341,1,4836030,4836029,1.88796E+15,1.88796E+15,7999992,7992222,7947298,7988343,1514784638,1514784629,1,2,11.254663,91,19.826406,27.660628,9,14,43.59961357
3342,4,4836031,4836030,1.88888E+15,1.88796E+15,7992185,7999992,7958623,7947298,1514784642,1514784638,1,1,24.114815,55,11.254663,19.826406,4,13,46.2181824
3343,4,4836032,4836031,1.88981E+15,1.88888E+15,7984415,7992185,6504623,7958623,1514784647,1514784642,4,1,29.376724,100,24.114815,11.254663,5,9,45.9212219
3344,1,4836033,4836032,1.88888E+15,1.88981E+15,7976645,7984415,7976230,6504623,1514784672,1514784647,4,4,26.001799,140,29.376724,24.114815,25,30,43.91575007
3345,1,4836034,4836033,1.88981E+15,1.88888E+15,7984433,7976645,7971159,7976230,1514784676,1514784672,1,4,31.118718,91,26.001799,29.376724,4,29,59.36471909
3346,2.1,4836035,4836034,1.88888E+15,1.88981E+15,7992222,7984433,7976062,7971159,1514784695,1514784676,1,1,29.294684,130,31.118718,26.001799,19,23,56.77584544
3347,2,4836036,4836035,1.88888E+15,1.88888E+15,7999992,7992222,7956038,7976062,1514784708,1514784695,2.1,1,26.215924,100,29.294684,31.118718,13,32,52.28559128
3348,1,4836037,4836036,1.88888E+15,1.88888E+15,8000029,7999992,7949782,7956038,1514784722,1514784708,2,2.1,22.986329,79.09,26.215924,29.294684,14,27,45.08360593
3349,1,4836038,4836037,1.89073E+15,1.88888E+15,8003863,8000029,7985335,7949782,1514784725,1514784722,1,2,24.768966,100,22.986329,26.215924,3,17,43.42520498
3350,1,4836039,4836038,1.88981E+15,1.89073E+15,8000029,8003863,7991489,7985335,1514784747,1514784725,1,1,20.110805,80,24.768966,22.986329,22,25,53.80281291
3351,4,4836040,4836039,1.88981E+15,1.88981E+15,7992222,8000029,7989632,7991489,1514784770,1514784747,1,1,23.578099,60,20.110805,24.768966,23,45,59.26103013
3352,4,4836041,4836040,1.88981E+15,1.88981E+15,7984452,7992222,7945536,7989632,1514784781,1514784770,4,1,23.89556,91,23.578099,20.110805,11,34,49.95728086
3353,4,4836042,4836041,1.88888E+15,1.88981E+15,7976682,7984452,7949368,7945536,1514784799,1514784781,4,4,25.529953,91,23.89556,23.578099,18,29,50.14770837
3354,2,4836043,4836042,1.88704E+15,1.88888E+15,7984452,7976682,7950192,7949368,1514784827,1514784799,4,4,23.360355,91,25.529953,23.89556,28,46,52.35658535
3355,1,4836044,4836043,1.88796E+15,1.88704E+15,7992222,7984452,7721037,7950192,1514784842,1514784827,2,4,7.693676,60,23.360355,25.529953,15,43,56.39156874
3356,24,4836045,4836044,1.88519E+15,1.88796E+15,8000000,7992222,7990348,7721037,1514784883,1514784842,1,2,44.238304,100,7.693676,23.360355,41,56,57.39519797
3357,20,4836046,4836045,1.88611E+15,1.88519E+15,8003893,8000000,7985630,7990348,1514784887,1514784883,24,1,24.144326,90,44.238304,7.693676,4,45,57.53581748
3358,1,4836047,4836046,1.88611E+15,1.88611E+15,7996107,8003893,7978661,7985630,1514784901,1514784887,20,24,14.892714,100,24.144326,44.238304,14,18,54.56244149
3359,1,4836048,4836047,1.88704E+15,1.88611E+15,7999987,7996107,7999893,7978661,1514784910,1514784901,1,20,25.748615,91,14.892714,24.144326,9,23,59.40301062
3360,1,4836049,4836048,1.88888E+15,1.88704E+15,8000029,7999987,7811860,7999893,1514784914,1514784910,1,1,4.906667,60,25.748615,14.892714,4,13,42.8450069
3361,1,4836050,4836049,1.88888E+15,1.88888E+15,8003661,8000029,7984389,7811860,1514784923,1514784914,1,1,26.776092,100,4.906667,25.748615,9,13,48.63738803
3362,4,4836051,4836050,1.88796E+15,1.88888E+15,8000029,8003661,7987552,7984389,1514784949,1514784923,1,1,26.48962,70,26.776092,4.906667,26,35,55.93044223
3363,1,4836052,4836051,1.88888E+15,1.88796E+15,8000029,8000029,7998796,7987552,1514784951,1514784949,4,1,5.85,60,26.48962,26.776092,2,28,54.51285281
3364,1,4836053,4836052,1.8898E+15,1.88888E+15,7992222,8000029,7973749,7998796,1514784954,1514784951,1,4,8.869524,55,5.85,26.48962,3,5,51.15583396
3365,2,4836054,4836053,1.88888E+15,1.8898E+15,7999992,7992222,7982622,7973749,1514784976,1514784954,1,1,25.458549,140,8.869524,5.85,22,25,47.84721937
3366,10,4836055,4836054,1.88795E+15,1.88888E+15,8003874,7999992,8003007,7982622,1514784999,1514784976,2,1,33.000103,100,25.458549,8.869524,23,45,50.551679
3367,2,4836056,4836055,1.88795E+15,1.88795E+15,8000029,8003874,7994666,8003007,1514785010,1514784999,10,2,19.673214,70,33.000103,25.458549,11,34,58.02982323
3368,13.47,4836057,4836056,1.88888E+15,1.88795E+15,7992222,8000029,1190488,7994666,1514785015,1514785010,2,10,34.832424,54,19.673214,33.000103,5,16,42.46647986
3369,1,4836058,4836057,1.8898E+15,1.88888E+15,8000000,7992222,7999666,1190488,1514785022,1514785015,13.47,2,19.892527,60,34.832424,19.673214,7,12,54.47241051
3370,4,4836059,4836058,1.8898E+15,1.8898E+15,7992222,8000000,4299583,7999666,1514785033,1514785022,1,13.47,31.89446,58,19.892527,34.832424,11,18,44.5498965
3371,20,4836060,4836059,1.88519E+15,1.8898E+15,7999992,7992222,7992920,4299583,1514785087,1514785033,4,1,25.404792,100,31.89446,19.892527,54,65,46.51843102
3372,20,4836061,4836060,1.88426E+15,1.88519E+15,8003889,7999992,7998186,7992920,1514785108,1514785087,20,4,31.535044,140,25.404792,31.89446,21,75,40.16129942
3373,1,4836062,4836061,1.88518E+15,1.88426E+15,8000029,8003889,7995725,7998186,1514785114,1514785108,20,20,17.672015,51,31.535044,25.404792,6,27,53.30164942
3374,20,4836063,4836062,1.88611E+15,1.88518E+15,8003930,8000029,4495550,7995725,1514785121,1514785114,1,20,24.999259,60,17.672015,31.535044,7,13,46.29691315
3375,20,4836064,4836063,1.88703E+15,1.88611E+15,8002700,8003930,493638,4495550,1514785123,1514785121,20,1,33.6,55,24.999259,17.672015,2,9,40.43417988
3376,2,4836065,4836064,1.88795E+15,1.88703E+15,8000029,8002700,7993793,493638,1514785128,1514785123,20,20,18.842857,70,33.6,24.999259,5,7,44.45989214
3377,2,4836066,4836065,1.88795E+15,1.88795E+15,8000029,8000029,7990963,7993793,1514785144,1514785128,2,20,21.763129,100,18.842857,33.6,16,21,57.40156539
3378,4,4836067,4836066,1.88887E+15,1.88795E+15,7992222,8000029,7975740,7990963,1514785151,1514785144,2,2,24.163433,60,21.763129,18.842857,7,23,58.33543901
3379,13,4836068,4836067,1.88979E+15,1.88887E+15,7984452,7992222,2304539,7975740,1514785157,1514785151,4,2,37.123077,55,24.163433,21.763129,6,13,42.82093888
3380,1,4836069,4836068,1.89071E+15,1.88979E+15,7992222,7984452,6312828,2304539,1514785163,1514785157,13,4,12.246587,55,37.123077,24.163433,6,12,58.57280153
3381,1,4836070,4836069,1.89164E+15,1.89071E+15,8000000,7992222,7979431,6312828,1514785174,1514785163,1,13,25.7595,70,12.246587,37.123077,11,17,47.18183783
3382,1,4836071,4836070,1.89164E+15,1.89164E+15,8000029,8000000,4418213,7979431,1514785185,1514785174,1,1,17.161389,60,25.7595,12.246587,11,22,50.05565806
3383,1,4836072,4836071,1.89164E+15,1.89164E+15,7998689,8000029,7981988,4418213,1514785205,1514785185,1,1,26.402147,100,17.161389,25.7595,20,31,54.75996495
3384,4,4836073,4836072,1.89164E+15,1.89164E+15,7990890,7998689,5572234,7981988,1514785217,1514785205,1,1,25.635857,80,26.402147,17.161389,12,32,48.27626955
3385,1,4836074,4836073,1.89256E+15,1.89164E+15,7998660,7990890,7908987,5572234,1514785230,1514785217,4,1,13.876426,100,25.635857,26.402147,13,25,41.17985142
3386,1,4836075,4836074,1.89349E+15,1.89256E+15,8002435,7998660,7993092,7908987,1514785237,1514785230,1,4,23.031688,140,13.876426,25.635857,7,20,58.724563
3387,1,4836076,4836075,1.89441E+15,1.89349E+15,8000029,8002435,6073104,7993092,1514785242,1514785237,1,1,15.941012,100,23.031688,13.876426,5,12,55.28033978
3388,4,4836077,4836076,1.89441E+15,1.89441E+15,8000029,8000029,7930597,6073104,1514785263,1514785242,1,1,25.682788,60,15.941012,23.031688,21,26,55.90690106
3389,0.5,4836078,4836077,1.89441E+15,1.89441E+15,8003835,8000029,7987637,7930597,1514785280,1514785263,4,1,22.439103,100,25.682788,15.941012,17,38,40.30765143
3390,1,4836079,4836078,1.89441E+15,1.89441E+15,8007720,8003835,7989951,7987637,1514785296,1514785280,0.5,4,30.595462,120,22.439103,25.682788,16,33,58.59246497
3391,0.5,4836080,4836079,1.89533E+15,1.89441E+15,8011605,8007720,8009985,7989951,1514785307,1514785296,1,0.5,20.300481,55,30.595462,22.439103,11,27,49.00560318
3392,1,4836081,4836080,1.89626E+15,1.89533E+15,8003803,8011605,6108216,8009985,1514785314,1514785307,0.5,1,11.097961,60,20.300481,30.595462,7,18,44.52641972
3393,1,4836082,4836081,1.89719E+15,1.89626E+15,8000029,8003803,5409043,6108216,1514785319,1514785314,1,0.5,18.987748,92.62,11.097961,20.300481,5,12,54.68730184
3394,10,4836083,4836082,1.89904E+15,1.89719E+15,8000029,8000029,5047298,5409043,1514785321,1514785319,1,1,35.055556,51,18.987748,11.097961,2,7,41.32506626
3395,5,4836084,4836083,1.89997E+15,1.89904E+15,7992222,8000029,5033039,5047298,1514785324,1514785321,10,1,27.954545,100,35.055556,18.987748,3,5,48.09362984
3396,0.5,4836085,4836084,1.90089E+15,1.89997E+15,7984452,7992222,7979525,5033039,1514785327,1514785324,5,10,2.582474,25,27.954545,35.055556,3,6,59.89575245
3397,4,4836086,4836085,1.90089E+15,1.90089E+15,7976682,7984452,7795645,7979525,1514785341,1514785327,0.5,5,29.09744,90,2.582474,27.954545,14,17,55.86094595
