,gasprice,height,difficulty,gaslimit,gasused,timestamp,gaspricel1,gaspricel2,avegasprice,avel1,avel2,timespan1,timespan2
3285,100,4835974,1.89817E+15,7992185,7972290,1514783688,10,10,22.68145641,26.91225444,16.18989827,11,37
3286,1,4835975,1.89909E+15,7999955,7980516,1514783700,100,10,22.55515433,22.68145641,26.91225444,12,23
3287,10,4835976,1.89446E+15,7992148,7986611,1514783761,1,100,30.73834834,22.55515433,22.68145641,61,73
3288,10,4835977,1.89538E+15,7999918,7976560,1514783770,10,1,19.31195033,30.73834834,22.55515433,9,70
3289,10,4835978,1.89446E+15,7992111,7981331,1514783795,10,10,26.63672333,19.31195033,30.73834834,25,34
3290,1,4835979,1.89538E+15,7984341,7973314,1514783801,10,10,19.75635591,26.63672333,19.31195033,6,31
3291,10,4835980,1.8926E+15,7992111,7979688,1514783839,1,10,25.02481445,19.75635591,26.63672333,38,44
3292,100,4835981,1.88891E+15,7999881,7980732,1514783894,10,1,25.2408238,25.02481445,19.75635591,55,93
3293,1,4835982,1.88983E+15,8000029,7993341,1514783911,100,10,14.07666667,25.2408238,25.02481445,17,72
3294,1,4835983,1.89075E+15,8000029,7994493,1514783913,1,100,17.24665814,14.07666667,25.2408238,2,19
3295,140,4835984,1.89075E+15,8003928,8000812,1514783931,1,1,53.5307377,17.24665814,14.07666667,18,20
3296,140,4835985,1.89168E+15,8007832,8003130,1514783941,140,1,30.37339901,53.5307377,17.24665814,10,28
3297,20,4835986,1.8926E+15,8011736,7995011,1514783947,140,140,28.43410853,30.37339901,53.5307377,6,16
3298,1,4835987,1.8926E+15,8003951,7988983,1514783957,20,140,15.10163462,28.43410853,30.37339901,10,16
3299,13.92,4835988,1.89352E+15,7996144,6037613,1514783965,1,20,26.6117903,15.10163462,28.43410853,8,18
3300,10,4835989,1.89352E+15,8000029,7982807,1514783982,13.92,1,26.5474627,26.6117903,15.10163462,17,25
3301,10,4835990,1.8926E+15,8000029,7985699,1514784006,10,13.92,22.11786725,26.5474627,26.6117903,24,41
3302,100,4835991,1.89168E+15,8003915,7948739,1514784031,10,10,29.68385145,22.11786725,26.5474627,25,49
3303,10,4835992,1.8926E+15,7996107,7946549,1514784038,100,10,14.57529099,29.68385145,22.11786725,7,32
3304,10,4835993,1.8926E+15,8000029,7987747,1514784054,10,100,20.27482611,14.57529099,29.68385145,16,23
3305,1,4835994,1.89167E+15,7992222,7991814,1514784078,10,10,21.64191892,20.27482611,14.57529099,24,40
3306,24,4835995,1.8926E+15,8000000,7993197,1514784086,1,10,49.78775,21.64191892,20.27482611,8,32
3307,10,4835996,1.89167E+15,7992222,7979997,1514784104,24,1,27.28895747,49.78775,21.64191892,18,26
3308,100,4835997,1.89075E+15,7984452,7980810,1514784126,10,24,32.27545273,27.28895747,49.78775,22,40
3309,1,4835998,1.8926E+15,7992222,7976077,1514784132,100,10,15.24429545,32.27545273,27.28895747,6,28
3310,1,4835999,1.88798E+15,7999992,7988084,1514784187,1,100,8.081307149,15.24429545,32.27545273,55,61
3311,120,4836000,1.88982E+15,8000029,7979901,1514784192,1,1,23.7125,8.081307149,15.24429545,5,60
3312,40,4836001,1.89074E+15,8003907,7999508,1514784207,120,1,52.94114583,23.7125,8.081307149,15,20
3313,11,4836002,1.89167E+15,7996107,7984256,1514784213,40,120,23.84646774,52.94114583,23.7125,6,21
3314,20,4836003,1.89259E+15,8000000,7997416,1514784221,11,40,24.68217934,23.84646774,52.94114583,8,14
3315,10,4836004,1.89259E+15,8000029,7987206,1514784237,20,11,21.60563808,24.68217934,23.84646774,16,24
3316,10,4836005,1.89351E+15,8000029,7985148,1514784247,10,20,21.38796664,21.60563808,24.68217934,10,26
3317,10,4836006,1.89351E+15,7992222,7967426,1514784257,10,10,23.73680176,21.38796664,21.60563808,10,20
3318,1,4836007,1.89444E+15,7999992,4708621,1514784259,10,10,21.07126244,23.73680176,21.38796664,2,12
3319,100,4836008,1.89074E+15,7999078,7989409,1514784304,1,10,35.42020378,21.07126244,23.73680176,45,47
3320,10,4836009,1.89166E+15,7991297,7972208,1514784310,100,1,20.95102636,35.42020378,21.07126244,6,51
3321,1,4836010,1.89074E+15,7999067,7996918,1514784336,10,100,18.97581328,20.95102636,35.42020378,26,32
3322,100,4836011,1.88889E+15,8002971,7998435,1514784363,1,10,35.77067445,18.97581328,20.95102636,27,53
3323,10,4836012,1.88981E+15,8000029,7983087,1514784369,100,1,16.03524306,35.77067445,18.97581328,6,33
3324,10,4836013,1.89074E+15,7992222,7977291,1514784372,10,100,11.20612245,16.03524306,35.77067445,3,9
3325,1,4836014,1.89074E+15,8000000,7997290,1514784381,10,10,20.17745619,11.20612245,16.03524306,9,12
3326,20,4836015,1.89166E+15,7992222,6730901,1514784387,1,10,23.76878049,20.17745619,11.20612245,6,15
3327,10,4836016,1.89074E+15,7984452,5838496,1514784407,20,1,33.21322364,23.76878049,20.17745619,20,26
3328,1,4836017,1.89074E+15,7992248,7984988,1514784417,10,20,33.82989189,33.21322364,23.76878049,10,30
3329,1,4836018,1.89166E+15,8000029,7983589,1514784423,1,10,5.806040268,33.82989189,33.21322364,6,16
3330,10,4836019,1.89166E+15,7992222,6877613,1514784433,1,1,27.48335596,5.806040268,33.82989189,10,16
3331,10,4836020,1.89074E+15,8000000,7980744,1514784455,10,1,25.71505942,27.48335596,5.806040268,22,32
3332,10,4836021,1.88889E+15,7992222,7991700,1514784487,10,10,24.07733523,25.71505942,27.48335596,32,54
3333,20,4836022,1.89073E+15,7999992,6167373,1514784492,10,10,21.87589744,24.07733523,25.71505942,5,37
3334,10,4836023,1.89166E+15,8000029,8000013,1514784498,20,10,25.86082322,21.87589744,24.07733523,6,11
3335,10,4836024,1.89166E+15,8000029,6180787,1514784507,10,20,37.32110594,25.86082322,21.87589744,9,15
3336,10,4836025,1.88981E+15,7992222,7978745,1514784549,10,10,30.6209351,37.32110594,25.86082322,42,51
3337,100,4836026,1.88704E+15,8000000,7983123,1514784592,10,10,45.01088102,30.6209351,37.32110594,43,85
3338,10,4836027,1.88704E+15,7992222,7988585,1514784604,100,10,20.88579219,45.01088102,30.6209351,12,55
3339,10,4836028,1.88704E+15,8000000,7996591,1514784624,10,100,27.66062042,20.88579219,45.01088102,20,32
3340,1,4836029,1.88796E+15,7992222,7988343,1514784629,10,10,19.82629734,27.66062042,20.88579219,5,25
3341,1,4836030,1.88796E+15,7999992,7947298,1514784638,1,10,11.25464838,19.82629734,27.66062042,9,14
3342,10,4836031,1.88888E+15,7992185,7958623,1514784642,1,1,24.11481481,11.25464838,19.82629734,4,13
3343,10,4836032,1.88981E+15,7984415,6504623,1514784647,10,1,29.37668105,24.11481481,11.25464838,5,9
3344,1,4836033,1.88888E+15,7976645,7976230,1514784672,10,10,26.00173001,29.37668105,24.11481481,25,30
3345,1,4836034,1.88981E+15,7984433,7971159,1514784676,1,10,31.11861303,26.00173001,29.37668105,4,29
3346,10,4836035,1.88888E+15,7992222,7976062,1514784695,1,1,29.29461945,31.11861303,26.00173001,19,23
3347,10,4836036,1.88888E+15,7999992,7956038,1514784708,10,1,26.21594123,29.29461945,31.11861303,13,32
3348,1,4836037,1.88888E+15,8000029,7949782,1514784722,10,10,22.98637292,26.21594123,29.29461945,14,27
3349,1,4836038,1.89073E+15,8003863,7985335,1514784725,1,10,24.76896552,22.98637292,26.21594123,3,17
3350,1,4836039,1.88981E+15,8000029,7991489,1514784747,1,1,20.11083224,24.76896552,22.98637292,22,25
3351,10,4836040,1.88981E+15,7992222,7989632,1514784770,1,1,23.57811571,20.11083224,24.76896552,23,45
3352,10,4836041,1.88981E+15,7984452,7945536,1514784781,10,1,23.89553942,23.57811571,20.11083224,11,34
3353,10,4836042,1.88888E+15,7976682,7949368,1514784799,10,10,25.52996099,23.89553942,23.57811571,18,29
3354,10,4836043,1.88704E+15,7984452,7950192,1514784827,10,10,23.36031762,25.52996099,23.89553942,28,46
3355,1,4836044,1.88796E+15,7992222,7721037,1514784842,10,10,7.693660568,23.36031762,25.52996099,15,43
3356,100,4836045,1.88519E+15,8000000,7990348,1514784883,1,10,44.23829505,7.693660568,23.36031762,41,56
3357,20,4836046,1.88611E+15,8003893,7985630,1514784887,100,1,24.14431208,44.23829505,7.693660568,4,45
3358,1,4836047,1.88611E+15,7996107,7978661,1514784901,20,100,14.89276601,24.14431208,44.23829505,14,18
3359,1,4836048,1.88704E+15,7999987,7999893,1514784910,1,20,25.74859616,14.89276601,24.14431208,9,23
3360,1,4836049,1.88888E+15,8000029,7811860,1514784914,1,1,4.906666667,25.74859616,14.89276601,4,13
3361,1,4836050,1.88888E+15,8003661,7984389,1514784923,1,1,26.7760765,4.906666667,25.74859616,9,13
3362,10,4836051,1.88796E+15,8000029,7987552,1514784949,1,1,26.48959069,26.7760765,4.906666667,26,35
3363,1,4836052,1.88888E+15,8000029,7998796,1514784951,10,1,5.85,26.48959069,26.7760765,2,28
3364,1,4836053,1.8898E+15,7992222,7973749,1514784954,1,10,8.869475097,5.85,26.48959069,3,5
3365,10,4836054,1.88888E+15,7999992,7982622,1514784976,1,1,25.45854926,8.869475097,5.85,22,25
3366,10,4836055,1.88795E+15,8003874,8003007,1514784999,10,1,33.00009631,25.45854926,8.869475097,23,45
3367,10,4836056,1.88795E+15,8000029,7994666,1514785010,10,10,19.67321429,33.00009631,25.45854926,11,34
3368,13.46875,4836057,1.88888E+15,7992222,1190488,1514785015,10,10,34.83238636,19.67321429,33.00009631,5,16
3369,1,4836058,1.8898E+15,8000000,7999666,1514785022,13.46875,10,19.89256975,34.83238636,19.67321429,7,12
3370,10,4836059,1.8898E+15,7992222,4299583,1514785033,1,13.46875,31.8945031,19.89256975,34.83238636,11,18
3371,100,4836060,1.88519E+15,7999992,7992920,1514785087,10,1,25.40480943,31.8945031,19.89256975,54,65
3372,140,4836061,1.88426E+15,8003889,7998186,1514785108,100,10,31.53500362,25.40480943,31.8945031,21,75
3373,1,4836062,1.88518E+15,8000029,7995725,1514785114,140,100,17.67203755,31.53500362,25.40480943,6,27
3374,20,4836063,1.88611E+15,8003930,4495550,1514785121,1,140,24.9992284,17.67203755,31.53500362,7,13
3375,20,4836064,1.88703E+15,8002700,493638,1514785123,20,1,33.6,24.9992284,17.67203755,2,9
3376,10,4836065,1.88795E+15,8000029,7993793,1514785128,20,20,18.84285762,33.6,24.9992284,5,7
3377,10,4836066,1.88795E+15,8000029,7990963,1514785144,10,20,21.76312509,18.84285762,33.6,16,21
3378,10,4836067,1.88887E+15,7992222,7975740,1514785151,10,10,24.16335042,21.76312509,18.84285762,7,23
3379,13.000101,4836068,1.88979E+15,7984452,2304539,1514785157,10,10,37.12307848,24.16335042,21.76312509,6,13
3380,1,4836069,1.89071E+15,7992222,6312828,1514785163,13.000101,10,12.24658053,37.12307848,24.16335042,6,12
3381,1,4836070,1.89164E+15,8000000,7979431,1514785174,1,13.000101,25.75951012,12.24658053,37.12307848,11,17
3382,1,4836071,1.89164E+15,8000029,4418213,1514785185,1,1,17.16141677,25.75951012,12.24658053,11,22
3383,1,4836072,1.89164E+15,7998689,7981988,1514785205,1,1,26.40213957,17.16141677,25.75951012,20,31
3384,10,4836073,1.89164E+15,7990890,5572234,1514785217,1,1,25.63586291,26.40213957,17.16141677,12,32
3385,1,4836074,1.89256E+15,7998660,7908987,1514785230,10,1,13.87644105,25.63586291,26.40213957,13,25
3386,1,4836075,1.89349E+15,8002435,7993092,1514785237,1,10,23.03169196,13.87644105,25.63586291,7,20
3387,1,4836076,1.89441E+15,8000029,6073104,1514785242,1,1,15.94103423,23.03169196,13.87644105,5,12
3388,10,4836077,1.89441E+15,8000029,7930597,1514785263,1,1,25.6828125,15.94103423,23.03169196,21,26
3389,10,4836078,1.89441E+15,8003835,7987637,1514785280,10,1,22.43910255,25.6828125,15.94103423,17,38
3390,1,4836079,1.89441E+15,8007720,7989951,1514785296,10,10,30.59541433,22.43910255,25.6828125,16,33
3391,1,4836080,1.89533E+15,8011605,8009985,1514785307,1,10,20.300518,30.59541433,22.43910255,11,27
3392,1,4836081,1.89626E+15,8003803,6108216,1514785314,1,1,11.09792763,20.300518,30.59541433,7,18
3393,1,4836082,1.89719E+15,8000029,5409043,1514785319,1,1,18.98773795,11.09792763,20.300518,5,12
3394,10,4836083,1.89904E+15,8000029,5047298,1514785321,1,1,35.05555556,18.98773795,11.09792763,2,7
3395,100,4836084,1.89997E+15,7992222,5033039,1514785324,10,1,27.95454545,35.05555556,18.98773795,3,5
3396,1,4836085,1.90089E+15,7984452,7979525,1514785327,100,10,2.582475155,27.95454545,35.05555556,3,6
3397,10,4836086,1.90089E+15,7976682,7795645,1514785341,1,100,29.09741304,2.582475155,27.95454545,14,17
3398,10,4836087,1.90275E+15,7984452,6636140,1514785343,10,1,32.02305382,29.09741304,2.582475155,2,16
3399,1,4836088,1.90368E+15,7992248,7978598,1514785351,10,10,26.05772661,32.02305382,29.09741304,8,10
3400,1,4836089,1.90461E+15,8000000,7999378,1514785352,1,10,12.78650449,26.05772661,32.02305382,1,9
3401,12,4836090,1.90461E+15,7992222,5303842,1514785364,1,1,25.65546959,12.78650449,26.05772661,12,13
3402,1,4836091,1.90461E+15,8000000,7987253,1514785377,12,1,23.40598137,25.65546959,12.78650449,13,25
3403,1,4836092,1.90647E+15,8003889,8001029,1514785383,1,12,17.44025185,23.40598137,25.65546959,6,19
3404,10,4836093,1.9074E+15,8000029,1493915,1514785386,1,1,24.68108108,17.44025185,23.40598137,3,9
3405,1,4836094,1.9074E+15,8000029,7979822,1514785398,10,1,7.895221552,24.68108108,17.44025185,12,15
3406,10,4836095,1.9074E+15,7992222,7975937,1514785410,1,10,22.62606454,7.895221552,24.68108108,12,24
3407,10,4836096,1.90647E+15,7984452,7983832,1514785435,10,1,26.35101887,22.62606454,7.895221552,25,37
3408,1,4836097,1.9074E+15,7976682,7956716,1514785439,10,10,5.023086542,26.35101887,22.62606454,4,29
3409,10,4836098,1.9074E+15,7984452,7911656,1514785448,1,10,31.99068818,5.023086542,26.35101887,9,13
3410,10,4836099,1.90833E+15,7992222,3446281,1514785452,10,1,31.93930291,31.99068818,5.023086542,4,13
3411,1,4836100,1.90833E+15,8000000,7992200,1514785470,10,10,25.29107092,31.93930291,31.99068818,18,22
3412,10,4836101,1.90833E+15,7992222,2398478,1514785481,1,10,32.30769231,25.29107092,31.93930291,11,29
3413,10,4836102,1.9074E+15,7999992,6958052,1514785499,10,1,24.41445271,32.30769231,25.29107092,18,29
3414,1,4836103,1.9074E+15,8002373,7997961,1514785511,10,10,26.06294206,24.41445271,32.30769231,12,30
3415,1,4836104,1.90647E+15,8006275,8003637,1514785533,1,10,28.74088568,26.06294206,24.41445271,22,34
3416,1,4836105,1.90833E+15,8010182,8005120,1514785536,1,1,16.95821203,28.74088568,26.06294206,3,25
3417,10,4836106,1.90833E+15,8002397,3705761,1514785545,1,1,28.67283951,16.95821203,28.74088568,9,12
3418,1,4836107,1.90833E+15,8000012,7999194,1514785560,10,1,25.59134511,28.67283951,16.95821203,15,24
3419,10,4836108,1.9074E+15,8000029,5404272,1514785578,1,10,29.90805369,25.59134511,28.67283951,18,33
3420,1,4836109,1.90553E+15,7992222,7988834,1514785606,10,1,17.68806733,29.90805369,25.59134511,28,46
3421,1,4836110,1.90553E+15,7999992,7790069,1514785617,1,10,24.71950997,17.68806733,29.90805369,11,39
3422,10,4836111,1.90647E+15,7992185,2710542,1514785623,1,1,23.56131457,24.71950997,17.68806733,6,17
3423,1,4836112,1.9074E+15,7999988,7979301,1514785630,10,1,18.7366265,23.56131457,24.71950997,7,13
3424,10,4836113,1.90646E+15,7992185,7987655,1514785664,1,10,25.52642092,18.7366265,23.56131457,34,41
3425,1,4836114,1.9074E+15,7999955,7986337,1514785676,10,1,13.4606739,25.52642092,18.7366265,12,46
3426,1,4836115,1.9046E+15,8000029,8000022,1514785716,1,10,13.51452775,13.4606739,25.52642092,40,52
3427,100,4836116,1.90088E+15,8000029,7991478,1514785761,1,1,28.11593167,13.51452775,13.4606739,45,85
3428,100,4836117,1.90088E+15,8003924,7986361,1514785771,100,1,42.11700613,28.11593167,13.51452775,10,55
3429,10,4836118,1.90181E+15,8007807,7992165,1514785773,100,100,19.67199928,42.11700613,28.11593167,2,12
3430,10,4836119,1.90274E+15,8000029,7908453,1514785779,10,100,9.050955022,19.67199928,42.11700613,6,8
3431,10,4836120,1.90367E+15,8000029,7898739,1514785787,10,10,13.43681351,9.050955022,19.67199928,8,14
3432,20,4836121,1.90367E+15,7992222,7934562,1514785796,10,10,23.02512665,13.43681351,9.050955022,9,17
3433,100,4836122,1.89902E+15,7984452,7971475,1514785853,20,10,29.18315228,23.02512665,13.43681351,57,66
3434,150,4836123,1.89902E+15,7988332,7979058,1514785863,100,20,55.9453125,29.18315228,23.02512665,10,67
3435,10,4836124,1.89995E+15,7980567,7948278,1514785866,150,100,20.19030597,55.9453125,29.18315228,3,13
3436,10,4836125,1.90087E+15,7972797,7968901,1514785870,10,150,21.11485353,20.19030597,55.9453125,4,7
3437,40,4836126,1.90273E+15,7980581,7977844,1514785874,10,10,51.12525,21.11485353,20.19030597,4,8
3438,120,4836127,1.89902E+15,7988373,7974788,1514785919,40,10,38.87049327,51.12525,21.11485353,45,49
3439,20,4836128,1.89994E+15,7980604,7960281,1514785923,120,40,21.62576713,38.87049327,51.12525,4,49
3440,10,4836129,1.90087E+15,7972834,7921606,1514785930,20,120,16.93325345,21.62576713,38.87049327,7,11
3441,10,4836130,1.90087E+15,7980618,7969880,1514785939,10,20,15.90009524,16.93325345,21.62576713,9,16
3442,140,4836131,1.89623E+15,7972834,7955566,1514785996,10,10,28.92663207,15.90009524,16.93325345,57,66
3443,20,4836132,1.89623E+15,7965064,5440393,1514786006,140,10,21.22123584,28.92663207,15.90009524,10,67
3444,1,4836133,1.89623E+15,7972834,7960501,1514786024,20,140,17.96667378,21.22123584,28.92663207,18,28
3445,10,4836134,1.89623E+15,7965064,7955801,1514786035,1,20,21.54490223,17.96667378,21.22123584,11,29
3446,1,4836135,1.89438E+15,7972834,7966384,1514786067,10,1,1.51437699,21.54490223,17.96667378,32,43
3447,1,4836136,1.89438E+15,7965064,7961399,1514786080,1,10,24.83858137,1.51437699,21.54490223,13,45
3448,10,4836137,1.89345E+15,7957294,7941538,1514786102,1,1,27.32492424,24.83858137,1.51437699,22,35
3449,20,4836138,1.89438E+15,7961158,7818446,1514786104,10,1,47.00853081,27.32492424,24.83858137,2,24
3450,1,4836139,1.8953E+15,7968912,7797652,1514786109,20,10,4.341826087,47.00853081,27.32492424,5,7
3451,0.1,4836140,1.89623E+15,7961142,7879564,1514786116,1,20,725000017.1,4.341826087,47.00853081,7,12
3452,1,4836141,1.89623E+15,7968912,7968502,1514786132,0.1,1,9.977137002,725000017.1,4.341826087,16,23
3453,10,4836142,1.8953E+15,7961142,7941381,1514786150,1,0.1,25.95064147,9.977137002,725000017.1,18,34
3454,10,4836143,1.89623E+15,7968912,2780544,1514786154,10,1,37.89032355,25.95064147,9.977137002,4,22
3455,1,4836144,1.89715E+15,7976693,7972894,1514786156,10,10,17.54619292,37.89032355,25.95064147,2,6
3456,10,4836145,1.89437E+15,7968912,7957964,1514786192,1,10,28.48669651,17.54619292,37.89032355,36,38
3457,10,4836146,1.89437E+15,7972788,7966573,1514786203,10,1,37.34595071,28.48669651,17.54619292,11,47
3458,1,4836147,1.89437E+15,7980572,7965260,1514786212,10,10,18.94893584,37.34595071,28.48669651,9,20
3459,1,4836148,1.8916E+15,7988364,7969423,1514786250,1,10,32.81757514,18.94893584,37.34595071,38,47
3460,10,4836149,1.89252E+15,7980567,7706177,1514786258,1,1,20.1106483,32.81757514,18.94893584,8,46
3461,1,4836150,1.89437E+15,7988337,7978297,1514786262,10,1,8.532423208,20.1106483,32.81757514,4,12
3462,10,4836151,1.89437E+15,7996107,7779163,1514786282,1,10,22.92858121,8.532423208,20.1106483,20,24
3463,1,4836152,1.8953E+15,8000000,7988850,1514786292,10,1,21.34520421,22.92858121,8.532423208,10,30
3464,1,4836153,1.8953E+15,8000029,7988561,1514786309,1,10,19.1739104,21.34520421,22.92858121,17,27
3465,1,4836154,1.89622E+15,8003919,8000751,1514786316,1,1,23.73405022,19.1739104,21.34520421,7,24
3466,10,4836155,1.89715E+15,7996107,2831941,1514786323,1,1,32.85309275,23.73405022,19.1739104,7,14
3467,10,4836156,1.89807E+15,7988337,718495,1514786326,10,1,24.97786027,32.85309275,23.73405022,3,10
3468,1,4836157,1.89715E+15,7996107,7984689,1514786346,10,10,21.67325835,24.97786027,32.85309275,20,23
3469,1,4836158,1.89622E+15,8000029,7951635,1514786366,1,10,26.35938725,21.67325835,24.97786027,20,40
3470,1,4836159,1.89529E+15,7992222,7975391,1514786390,1,1,24.11653368,26.35938725,21.67325835,24,44
3471,10,4836160,1.89622E+15,7999992,7230364,1514786400,1,1,41.94775031,24.11653368,26.35938725,10,34
3472,10,4836161,1.89622E+15,8000029,4850503,1514786410,10,1,25.94807714,41.94775031,24.11653368,10,20
3473,1,4836162,1.89715E+15,8000029,6173866,1514786415,10,10,17.42882657,25.94807714,41.94775031,5,15
3474,1,4836163,1.89807E+15,8001261,7995663,1514786418,1,10,17.34872798,17.42882657,25.94807714,3,8
3475,10,4836164,1.89807E+15,8005161,7988751,1514786442,1,1,27.94879037,17.34872798,17.42882657,24,27
3476,1,4836165,1.89993E+15,8009047,7990126,1514786445,10,1,16.11724241,27.94879037,17.34872798,3,27
3477,1,4836166,1.90085E+15,8001250,1923301,1514786452,1,10,17.914546,16.11724241,27.94879037,7,10
3478,1,4836167,1.90085E+15,8000000,7991729,1514786464,1,1,29.10612713,17.914546,16.11724241,12,19
3479,1,4836168,1.899E+15,8000029,7979262,1514786498,1,1,26.66513667,29.10612713,17.914546,34,46
3480,1,4836169,1.90085E+15,8000029,7991617,1514786503,1,1,16.75483667,26.66513667,29.10612713,5,39
3481,1,4836170,1.90271E+15,8003924,7983595,1514786506,1,1,28.07274783,16.75483667,26.66513667,3,8
3482,1,4836171,1.90178E+15,7996144,7987701,1514786531,1,1,105022856,28.07274783,16.75483667,25,28
3483,140,4836172,1.89342E+15,7988374,7973093,1514786626,1,1,33.77541931,105022856,28.07274783,95,120
3484,1,4836173,1.89435E+15,7996144,7873207,1514786630,140,1,16.62211352,33.77541931,105022856,4,99
3485,1,4836174,1.89527E+15,8000029,7985275,1514786634,1,140,18.53484848,16.62211352,33.77541931,4,8
3486,1,4836175,1.89435E+15,8000029,7979844,1514786658,1,1,1.286956522,18.53484848,16.62211352,24,28
3487,100,4836176,1.89342E+15,8003907,7995599,1514786682,1,1,54.20849286,1.286956522,18.53484848,24,48
3488,20,4836177,1.89434E+15,8007804,7997577,1514786686,100,1,24.50625384,54.20849286,1.286956522,4,28
3489,120,4836178,1.89342E+15,7999992,7996503,1514786708,20,100,23.33812739,24.50625384,54.20849286,22,26
3490,120,4836179,1.89527E+15,8003894,7983651,1514786712,120,20,34.42883244,23.33812739,24.50625384,4,26
3491,20,4836180,1.89619E+15,8007773,4511302,1514786718,120,120,30.46765333,34.42883244,23.33812739,6,10
3492,100,4836181,1.89249E+15,7999955,7983064,1514786768,20,120,29.84573543,30.46765333,34.42883244,50,56
3493,1,4836182,1.89249E+15,8000029,7988202,1514786780,100,20,14.28690383,29.84573543,30.46765333,12,62
3494,20,4836183,1.89249E+15,8003919,7990950,1514786797,1,100,45.24187039,14.28690383,29.84573543,17,29
3495,10,4836184,1.89249E+15,8007809,7997058,1514786813,20,1,21.97314213,45.24187039,14.28690383,16,33
3496,10,4836185,1.89341E+15,8011704,8004047,1514786818,10,20,10.00855137,21.97314213,45.24187039,5,21
3497,1,4836186,1.89249E+15,8003914,7993759,1514786846,10,10,20.44441349,10.00855137,21.97314213,28,33
3498,10,4836187,1.89249E+15,7996107,7990392,1514786861,1,10,20.51800641,20.44441349,10.00855137,15,43
3499,10,4836188,1.89249E+15,8000004,7988340,1514786873,10,1,25.30913068,20.51800641,20.44441349,12,27
3500,1,4836189,1.89434E+15,8003894,7992509,1514786879,10,10,12.93448554,25.30913068,20.51800641,6,18
3501,10,4836190,1.89434E+15,7996107,7275370,1514786891,1,10,24.71343127,12.93448554,25.30913068,12,18
3502,20,4836191,1.89526E+15,7988337,7977632,1514786894,10,1,27.64705882,24.71343127,12.93448554,3,15
3503,10,4836192,1.89526E+15,7996137,7982695,1514786905,20,10,24.92573608,27.64705882,24.71343127,11,14
3504,1,4836193,1.89526E+15,8000029,7991211,1514786919,10,20,8.449812451,24.92573608,27.64705882,14,25
3505,1,4836194,1.89619E+15,8003923,8001684,1514786933,1,10,27.0476352,8.449812451,24.92573608,14,28
3506,1,4836195,1.89711E+15,8000029,2331370,1514786937,1,1,9.670814427,27.0476352,8.449812451,4,18
3507,1,4836196,1.89711E+15,8000029,7989164,1514786954,1,1,17.52258188,9.670814427,27.0476352,17,21
3508,1,4836197,1.89804E+15,8003920,7993071,1514786960,1,1,20.71633151,17.52258188,9.670814427,6,23
3509,10,4836198,1.89619E+15,7996107,7979099,1514786997,1,1,28.98403364,20.71633151,17.52258188,37,43
3510,1,4836199,1.89804E+15,8000029,3347006,1514787002,10,1,18.29752066,28.98403364,20.71633151,5,42
3511,100,4836200,1.89526E+15,7992222,7986690,1514787041,1,10,28.57132958,18.29752066,28.98403364,39,44
3512,1,4836201,1.89526E+15,7999992,7992586,1514787051,100,1,18.52642167,28.57132958,18.29752066,10,49
3513,1,4836202,1.89433E+15,8000029,7987976,1514787072,1,100,24.57117769,18.52642167,28.57132958,21,31
3514,1,4836203,1.89248E+15,8000029,7992469,1514787104,1,1,25.5066664,24.57117769,18.52642167,32,53
3515,10,4836204,1.89248E+15,8000029,5791292,1514787118,1,1,28.38203191,25.5066664,24.57117769,14,46
3516,10,4836205,1.88971E+15,7992222,7982910,1514787157,10,1,26.95729831,28.38203191,25.5066664,39,53
3517,1,4836206,1.88971E+15,7999992,7989602,1514787171,10,10,20.8540987,26.95729831,28.38203191,14,53
3518,1,4836207,1.89063E+15,8000029,7993394,1514787179,1,10,22.13901365,20.8540987,26.95729831,8,22
3519,120,4836208,1.89063E+15,8003927,7990538,1514787189,1,1,37.83944337,22.13901365,20.8540987,10,18
3520,1,4836209,1.89156E+15,8000029,7948872,1514787194,120,1,11.12969112,37.83944337,22.13901365,5,15
3521,10,4836210,1.89248E+15,7992222,5039786,1514787199,1,120,19.53478261,11.12969112,37.83944337,5,10
3522,1,4836211,1.8934E+15,7999992,4780611,1514787206,10,1,22.58780876,19.53478261,11.12969112,7,12
3523,10,4836212,1.89433E+15,8000029,2909188,1514787214,1,10,25.08317931,22.58780876,19.53478261,8,15
3524,1,4836213,1.89618E+15,8000000,7990448,1514787218,10,1,11.87767342,25.08317931,22.58780876,4,12
3525,10,4836214,1.89525E+15,7992222,7919087,1514787243,1,10,27.91984883,11.87767342,25.08317931,25,29
3526,1,4836215,1.89525E+15,7999992,7979687,1514787256,10,1,13.52937898,27.91984883,11.87767342,13,38
3527,1,4836216,1.89525E+15,8003869,7996245,1514787282,1,10,29.78803986,13.52937898,27.91984883,26,39
3528,1,4836217,1.89618E+15,8007767,7996109,1514787290,1,1,17.15350192,29.78803986,13.52937898,8,34
3529,10,4836218,1.8971E+15,8000029,1240858,1514787294,1,1,35.76177627,17.15350192,29.78803986,4,12
3530,10,4836219,1.89525E+15,7992222,7975228,1514787331,10,1,27.16637801,35.76177627,17.15350192,37,41
3531,1,4836220,1.89433E+15,7999992,7995873,1514787352,10,10,22.10442067,27.16637801,35.76177627,21,58
3532,1,4836221,1.89525E+15,8000029,6779177,1514787356,1,10,34.84172071,22.10442067,27.16637801,4,25
